State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting
Gujarat,Anand,Mumps,19,0,31-01-2024,31-01-2024
Gujarat,Vadodara,Acute Diarrheal Disease,86,0,02-02-2024,02-02-2024
Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,87,0,29-01-2024,30-01-2024
Jammu and Kashmir,Shopian,Hepatitis A,10,0,02-02-2024,03-02-2024
Jammu and Kashmir,Shopian,Hepatitis A,19,0,02-02-2024,02-02-2024
Jammu and Kashmir,Shopian,Hepatitis A,10,0,31-01-2024,01-02-2024
Jammu and Kashmir,Shopian,Hepatitis A,15,0,31-01-2024,31-01-2024
Jammu and Kashmir,Shopian,Hepatitis A,5,0,30-01-2024,31-01-2024
Jharkhand,East Singhbum,Chickenpox,13,0,02-02-2024,02-02-2024
Karnataka,Chamarajanagar,Diphtheria,1,1,30-01-2024,01-02-2024
Karnataka,Chikkamagaluru,Kyasanur Forest Disease,60,0,01-02-2024,01-02-2024
Karnataka,Chikkamagaluru,Kyasanur Forest Disease,13,1,30-01-2024,01-02-2024
Kerala,Palakkad,Dengue,18,0,02-02-2024,03-02-2024
Kerala,Palakkad,Chickenpox,5,0,02-02-2024,02-02-2024
Kerala,Palakkad,Mumps,16,0,31-01-2024,31-01-2024
Kerala,Palakkad,Fever with Rash,6,0,31-01-2024,31-01-2024
Madhya Pradesh,Alirajpur,Mumps,27,0,01-02-2024,01-02-2024
Madhya Pradesh,Dhar,Mumps,39,0,01-02-2024,02-02-2024
State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting
Madhya Pradesh,Guna,Chickenpox,8,0,31-01-2024,31-01-2024
Madhya Pradesh,Gwalior,Mumps,7,0,04-02-2024,04-02-2024
Madhya Pradesh,Narsinghpur,Chickenpox,7,0,31-01-2024,31-01-2024
Maharashtra,Kolhapur,Hepatitis A&E,101,0,03-02-2024,03-02-2024
Maharashtra,Thane,Acute Diarrheal Disease,110,0,31-01-2024,31-01-2024
Odisha,Bargarh,Food Poisoning,347,0,31-01-2024,31-01-2024
Odisha,Deogarh,Food Poisoning,42,0,30-01-2024,31-01-2024
Odisha,Deogarh,Chickenpox,15,0,29-01-2024,29-01-2024
Odisha,Jharsuguda,Food Poisoning,42,0,02-02-2024,02-02-2024
Odisha,Koraput,Acute Diarrheal Disease,18,0,02-02-2024,02-02-2024
Odisha,Mayurbhanj,Acute Diarrheal Disease,12,0,02-02-2024,02-02-2024
Odisha,Sundargarh,Acute Diarrheal Disease,7,0,28-01-2024,02-02-2024
Punjab,Shahid Bhagat Singh Nagar,Mumps,13,0,01-02-2024,01-02-2024
Tamil Nadu,Ariyalur,Food Poisoning,6,0,29-01-2024,30-01-2024
Tamil Nadu,Tiruppur,Fever,7,0,31-01-2024,31-01-2024
Tripura,Unakoti,Acute Diarrheal Disease,8,0,30-01-2024,30-01-2024
Uttar Pradesh,Farrukhabad,Measles,8,0,02-02-2024,04-02-2024
Uttar Pradesh,Jhansi,Measles,61,0,29-12-2023,29-01-2024
West Bengal,Birbhum,Acute Diarrheal Disease,122,0,01-02-2024,01-02-2024
West Bengal,Howrah,Acute Diarrheal Disease,67,0,30-01-2024,30-01-2024
Bihar,Madhubani,Measles,16,0,10-02-2024,10-02-2024
Bihar,Purbi Champaran,Fever with Rash,14,0,01-02-2024,05-02-2024
Chhattisgarh,Bijapur,Dengue,24,0,08-02-2024,08-02-2024
Chhattisgarh,Gariyaband,Acute Diarrheal Disease,41,0,09-02-2024,09-02-2024
Chhattisgarh,Sukma,Measles,40,0,04-02-2024,08-02-2024
Gujarat,Valsad,Acute Diarrheal Disease,73,0,07-02-2024,07-02-2024
Jharkhand,Dumka,Chickenpox,13,0,06-02-2024,06-02-2024
Karnataka,Dakshin Kannad,Shigellosis,39,0,07-02-2024,07-02-2024
Karnataka,Koppal,Chikungunya,53,0,09-02-2024,09-02-2024
Karnataka,Tumakuru,Acute Diarrheal Disease,60,0,08-02-2024,09-02-2024
Kerala,Kasaragod,Food Poisoning,78,0,04-02-2024,05-02-2024
Kerala,Kozhikode,Hepatitis A,13,0,03-02-2024,05-02-2024
Kerala,Malappuram,Acute Diarrheal Disease,10,0,09-02-2024,09-02-2024
Kerala,Malappuram,Hepatitis A,47,0,08-02-2024,08-02-2024
Kerala,Malappuram,Hepatitis A,11,0,05-02-2024,06-02-2024
Kerala,Malappuram,Hepatitis A,7,0,05-02-2024,05-02-2024
Kerala,Palakkad,Mumps,19,0,09-02-2024,09-02-2024
Kerala,Thrissur,Food Poisoning,65,0,02-02-2024,05-02-2024
Madhya Pradesh,Alirajpur,Mumps,38,0,02-02-2024,06-02-2024
Madhya Pradesh,Alirajpur,Mumps,15,0,02-02-2024,06-02-2024
Madhya Pradesh,Alirajpur,Mumps,25,0,02-02-2024,06-02-2024
Madhya Pradesh,Betul,Mumps,13,0,08-02-2024,09-02-2024
Madhya Pradesh,Guna,Measles,9,0,06-02-2024,06-02-2024
Maharashtra,Nanded,Acute Diarrheal Disease,1000,0,07-02-2024,07-02-2024
Maharashtra,Osmanabad,Dengue,9,0,07-02-2024,07-02-2024
Maharashtra,Osmanabad,Acute Diarrheal Disease,27,0,07-02-2024,07-02-2024
Maharashtra,Parbhani,Food Poisoning,19,0,07-02-2024,09-02-2024
Maharashtra,Parbhani,Food Poisoning,629,0,07-02-2024,09-02-2024
Maharashtra,Parbhani,Food Poisoning,335,0,07-02-2024,09-02-2024
Odisha,Koraput,Food Poisoning,17,0,04-02-2024,05-02-2024
Odisha,Rayagada,Food Poisoning,9,1,07-02-2024,09-02-2024
Tamil Nadu,Madurai,Leptospirosis,14,0,05-02-2024,08-02-2024
Tamil Nadu,Thanjavur,Mumps,22,0,06-02-2024,07-02-2024
Tamil Nadu,Thanjavur,Chickenpox,25,0,06-02-2024,07-02-2024
Tamil Nadu,Thiruvallur,Acute Diarrheal Disease,131,0,08-02-2024,08-02-2024
Telangana,Peddapalli,Acute Diarrheal Disease,33,2,10-02-2024,11-02-2024
Bihar,Gaya,Measles,6,0,22-12-2023,
Chhattisgarh,Surajpur,Mumps,37,0,29-01-2024,
Jharkhand,West Singhbhum,Measles,5,0,09-01-2024,
Assam,Dhemaji,Chickenpox,8,0,17-02-2024,17-02-2024
Bihar,Arwal,Acute Diarrheal Disease,15,0,10-02-2024,15-02-2024
Bihar,Begusarai,Fever with Rash,9,0,11-02-2024,13-02-2024
Bihar,Jehanabad,Measles,8,0,13-02-2024,15-02-2024
Chhattisgarh,Sukma,Measles,6,0,10-02-2024,12-02-2024
Gujarat,Ahmedabad,Food Poisoning,16,0,13-02-2024,13-02-2024
Gujarat,Jamnagar,Chikungunya,9,0,08-02-2024,12-02-2024
Gujarat,Mahisagar,Acute Diarrheal Disease,9,0,14-02-2024,14-02-2024
Haryana,Nuh,Food Poisoning,15,0,09-02-2024,12-02-2024
Himachal Pradesh,Mandi,Acute Diarrheal Disease,26,0,14-02-2024,15-02-2024
Karnataka,Bidar,Chikungunya,10,0,08-02-2024,12-02-2024
Karnataka,Dakshin Kamad,Acute Diarrheal Disease,46,0,12-02-2024,13-02-2024
Karnataka,Mysuru,Human Rabies,1,1,12-02-2024,16-02-2024
Karnataka,Raichur,Mumps,15,0,09-02-2024,12-02-2024
Kerala,Kozhikode,Typhold,57,0,16-02-2024,16-02-2024
Kerala,Palakkad,Mumps,14,0,16-02-2024,16-02-2024
Kerala,Palakkad,Mumps,19,0,12-02-2024,16-02-2024
Kerala,Palakkad,Mumps,11,0,15-02-2024,15-02-2024
Madhya Pradesh,Bhopal,Human Rabies,1,1,12-02-2024,12-02-2024
Madhya Pradesh,Gwalior,Measles,10,0,13-02-2024,14-02-2024
Madhya Pradesh,Indore,Mumps,17,0,10-02-2024,13-02-2024
Madhya Pradesh,Jhabua,Measles,5,0,13-02-2024,13-02-2024
Madhya Pradesh,Mandla,Scrub Typhus,5,0,15-02-2024,15-02-2024
Madhya Pradesh,Morena,Measles,5,0,14-02-2024,14-02-2024
Madhya Pradesh,Narsinghpur,Fever with Rash,5,0,14-02-2024,15-02-2024
Madhya Pradesh,Rewa,Scrub Typhus,35,0,15-02-2024,15-02-2024
Madhya Pradesh,Satna,Measles,54,1,15-02-2024,15-02-2024
Maharashtra,Osmanabad,Malaria,9,0,15-02-2024,15-02-2024
Maharashtra,Raigad,Dengue,6,1,14-02-2024,18-02-2024
Maharashtra,Thane,Malaria,5,1,08-02-2024,14-02-2024
Meghalaya,East Garo Hills,Chickenpox,8,0,13-02-2024,14-02-2024
Odisha,Balangir,Acute Diarrheal Disease,18,0,12-02-2024,14-02-2024
Odisha,Cuttack,Food Poisoning,38,0,15-02-2024,15-02-2024
Odisha,Koraput,Fever with Rash,20,0,16-02-2024,16-02-2024
Odisha,Koraput,Acute Diarrheal Disease,13,0,12-02-2024,13-02-2024
Odisha,Nabarangpur,Chickenpox,12,0,16-02-2024,17-02-2024
Odisha,Nuapada,Acute Diarrheal Disease,5,0,12-02-2024,12-02-2024
Odisha,Sambalpur,Acute Diarrheal Disease,13,0,16-02-2024,17-02-2024
Punjab,Fatehgarh Sahib,Mumps,81,0,12-02-2024,17-02-2024
Tamil Nadu,Ariyalur,Food Poisoning,4,1,12-02-2024,12-02-2024
Uttar Pradesh,Ballia,Measles,5,0,13-02-2024,14-02-2024
Uttar Pradesh,Ballia,Fever with Rash,5,0,14-02-2024,14-02-2024
West Bengal,Purulia,Acute Diarrheal Disease,6,0,18-02-2024,18-02-2024
Assam,Bongaigaon,Animal Bite - Dog Bite,1,1,21-02-2024,22-02-2024
Assam,Goalpara,Chickenpox,10,0,22-02-2024,23-02-2024
Assam,Sonitpur,Fever,14,0,22-01-2024,22-02-2024
Assam,Udalguri,Human Rabies,1,1,22-02-2024,22-02-2024
Bihar,Begusarai,Fever with Rash,9,0,19-02-2024,21-02-2024
Bihar,Samastipur,Measles,11,0,19-02-2024,20-02-2024
Chhattisgarh,Bemetara,Food Poisoning,80,0,23-02-2024,24-02-2024
Jharkhand,West Singhbhum,Measles,11,0,20-02-2024,20-02-2024
Karnataka,Bagalkot,Mumps,20,0,22-02-2024,23-02-2024
Karnataka,Haveri,Food Poisoning,24,0,19-02-2024,19-02-2024
Karnataka,Udupi,Kyasanur Forest Disease,1,0,24-02-2024,25-02-2024
Karnataka,Vijayapura,Human Rabies,1,1,21-02-2024,22-02-2024
Kerala,Kannur,Mumps,11,0,15-02-2024,19-02-2024
Kerala,Kollam,Food Poisoning,22,0,22-02-2024,22-02-2024
Kerala,Kozhikode,Hepatitis A,15,0,19-02-2024,19-02-2024
Kerala,Thrissur,Food Poisoning,60,0,21-02-2024,23-02-2024
Madhya Pradesh,Jhabua,Measles,13,1,19-02-2024,19-02-2024
Madhya Pradesh,Satna,Chickenpox,21,0,17-02-2024,19-02-2024
Madhya Pradesh,Shivpuri,Measles,2,0,18-02-2024,20-02-2024
Madhya Pradesh,Umaria,Fever with Rash,6,0,20-02-2024,20-02-2024
Maharashtra,Buldhana,Food Poisoning,208,0,20-02-2024,22-02-2024
Maharashtra,Nandurbar,Acute Diarrheal Disease,193,0,21-02-2024,23-02-2024
Maharashtra,Yavatmal,Food Poisoning,68,0,20-02-2024,20-02-2024
Meghalaya,West Jaintia Hills,Measles,23,0,22-02-2024,23-02-2024
Meghalaya,West Jaintia Hills,Human Rabies,1,1,17-02-2024,23-02-2024
Odisha,Balangir,Acute Diarrheal Disease,20,0,20-02-2024,20-02-2024
Odisha,Bhadrak,Acute Diarrheal Disease,29,0,23-02-2024,25-02-2024
Odisha,Dhenkanal,Acute Diarrheal Disease,22,0,20-02-2024,21-02-2024
Puducherry,Pondicherry,Chickenpox,17,0,20-02-2024,22-02-2024
Punjab,Fazilka,Mumps,7,0,21-02-2024,21-02-2024
Tamil Nadu,Coimbatore,Chickenpox,12,0,21-02-2024,22-02-2024
Tamil Nadu,Coimbatore,Mumps,40,0,20-02-2024,20-02-2024
Tamil Nadu,Kallakurichi,Chickenpox,18,0,23-02-2024,23-02-2024
Uttar Pradesh,Faizabad,Fever with rash,12,0,16-02-2024,25-02-2024
Uttarakhand,Nainital,Food Poisoning,23,0,16-02-2024,21-02-2024
West Bengal,Murshidabad,Cholera,20,0,16-02-2024,20-02-2024
West Bengal,Purba Bardhaman,Food Poisoning,32,0,16-02-2024,23-02-2024
Andhra Pradesh,Konaseema,Food Poisoning,52,0,12-02-2024,
Arunachal Pradesh,Changlang,Chickenpox,29,0,15-02-2024,
Gujarat,Tapi,Measles,6,0,13-02-2024,
Kerala,Ernakulam,Hepatitis A,9,1,11-02-2024,
Madhya Pradesh,Ratlam,Mumps,3,0,12-02-2024,
Meghalaya,West Jaintia Hills,Human Rabies,1,1,09-02-2024,
Meghalaya,West Khasi Hills,Human Rabies,1,1,14-02-2024,
Andhra Pradesh,Y.S.R.,Acute Diarrheal Disease,22,0,22-02-2024,26-02-2024
Arunachal Pradesh,Upper Subansiri,Mushroom Poisoning,7,1,27-02-2024,28-02-2024
Assam,Darrang,Food Poisoning,9,0,26-02-2024,28-02-2024
Assam,Goalpara,Human Rabies,1,1,24-02-2024,26-02-2024
Assam,Jorhat,Acute Diarrheal Disease,13,0,28-02-2024,28-02-2024
Bihar,Bhojpur,Acute Diarrheal Disease,40,0,27-02-2024,27-02-2024
Bihar,Saharsa,Measles,14,0,29-02-2024,29-02-2024
Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,24,0,28-02-2024,28-02-2024
Chhattisgarh,Sukma,Measles,7,0,28-02-2024,29-02-2024
Chhattisgarh,Sukma,Measles,31,0,27-02-2024,28-02-2024
Gujarat,Gandhinagar,Cholera,216,0,27-02-2024,28-02-2024
Gujarat,Gir Somnath,Acute Diarrheal Disease,7,0,01-03-2024,01-03-2024
Gujarat,Gir Somnath,Acute Diarrheal Disease,47,0,26-02-2024,26-02-2024
Gujarat,Junagadh,Food Poisoning,17,0,28-02-2024,29-02-2024
Jharkhand,Chatra,Chickenpox,7,0,25-02-2024,28-02-2024
Jharkhand,Deoghar,Acute Diarrheal Disease,67,0,26-02-2024,27-02-2024
Jharkhand,Dumka,Chickenpox,5,0,26-02-2024,27-02-2024
Karnataka,Uttar Kannad,Kyasanur Forest Disease,139,1,01-03-2024,01-03-2024
Karnataka,Uttar Kannad,Kyasanur Forest Disease,133,0,27-02-2024,29-02-2024
Kerala,Alappuzha,Acute Diarrheal Disease,22,0,02-03-2024,03-03-2024
Kerala,Ernakulam,Dengue,16,0,29-02-2024,02-03-2024
Kerala,Idukki,Mumps,6,0,28-02-2024,28-02-2024
Kerala,Kannur,Mumps,10,0,27-02-2024,29-02-2024
Kerala,Kasaragod,Hepatitis A,41,0,28-02-2024,01-03-2024
Kerala,Kottayam,Chickenpox,28,0,28-02-2024,28-02-2024
Kerala,Kozhikode,Mumps,16,0,01-03-2024,01-03-2024
Kerala,Malappuram,Acute Hepatitis-A,409,3,26-02-2024,27-02-2024
Kerala,Palakkad,Hepatitis A,18,0,26-02-2024,27-02-2024
Kerala,Thiruvananthapuram,Acute Diarrheal Disease,199,0,02-03-2024,02-03-2024
Kerala,Thiruvananthapuram,Acute Diarrheal Disease,27,0,02-03-2024,02-03-2024
Kerala,Thiruvananthapuram,Acute Diarrheal Disease,10,1,28-02-2024,29-02-2024
Kerala,Wayanad,Food Poisoning,90,0,27-02-2024,28-02-2024
Madhya Pradesh,Bhind,Measles,5,0,26-02-2024,27-02-2024
Madhya Pradesh,Dewas,Mumps,5,0,29-02-2024,01-03-2024
Madhya Pradesh,Dewas,Fever with Rash,6,0,29-02-2024,29-02-2024
Madhya Pradesh,Dewas,Fever with Rash,8,0,27-02-2024,29-02-2024
Madhya Pradesh,Neemuch,Measles,6,0,27-02-2024,27-02-2024
Madhya Pradesh,Rewa,Chickenpox,10,0,01-03-2024,01-03-2024
Madhya Pradesh,Rewa,Chickenpox,8,0,29-02-2024,29-02-2024
Madhya Pradesh,Shivpuri,Leptospirosis,1,1,28-02-2024,01-03-2024
Maharashtra,Ahmednagar,Acute Diarrheal Disease,122,0,29-02-2024,29-02-2024
Maharashtra,Akola,Acute Diarrheal Disease,10,0,27-02-2024,28-02-2024
Maharashtra,Palghar,Acute Diarrheal Disease,15,0,01-03-2024,01-03-2024
Meghalaya,Eastern West Khasi Hills,Acute Diarrheal Disease,11,1,27-02-2024,29-02-2024
Odisha,Malkangiri,Acute Diarrheal Disease,6,0,25-02-2024,26-02-2024
Tamil Nadu,Coimbatore,Mumps,22,0,23-02-2024,01-03-2024
Tamil Nadu,Karur,Acute Diarrheal Disease,15,0,25-02-2024,26-02-2024
Tamil Nadu,Salem,Mumps,12,0,28-02-2024,29-02-2024
Tamil Nadu,The Nilgiris,Mumps,10,0,01-03-2024,02-03-2024
Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,8,0,27-02-2024,27-02-2024
Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,14,0,26-02-2024,26-02-2024
Tamil Nadu,Tirupathur,Measles,17,0,26-02-2024,28-02-2024
Uttar Pradesh,Jalaun,Measles,8,0,23-02-2024,26-02-2024
Uttar Pradesh,Kushinagar,Food Poisoning,28,0,23-02-2024,28-02-2024
Bihar,Samastipur,Fever with Rash,9,0,20-02-2024,
Gujarat,Mahesana,Fever with Rash,7,0,02-02-2024,
Kerala,Thrissur,Mumps,14,0,24-01-2024,
Meghalaya,East Garo Hills,Chickenpox,17,0,19-02-2024,
Tamil Nadu,Coimbatore,Mumps,24,0,20-02-2024,
Uttar Pradesh,Auraiya,Food Poisoning,18,1,09-02-2024,
Uttar Pradesh,Bahraich,Food Poisoning,60,0,14-02-2024,
